2025-09-24 15:45:56,786 - 这次的优化目标是系统的ITAEc，时间间隔0.1秒
 3.68134164e+05 7.83939304e+04], 计算结果: 192.18165382805623
2025-09-25 16:00:07,850 - 输入参数: [9.62152783e+04 3.72453889e+02 6.63817682e-01 3.60403115e-02
 3.96675457e+05 7.92362378e+04], 计算结果: 194.10070139166484
2025-09-25 16:00:12,009 - 输入参数: [1.00000000e+05 2.68140753e+02 9.42369910e-01 1.47607953e-01
 5.23834285e+05 7.27725850e+04], 计算结果: 197.5581757647078
2025-09-25 16:00:16,291 - 输入参数: [1.00000000e+05 4.52257337e+02 7.62629255e-01 1.90460784e-01
 5.15863509e+05 6.18187087e+04], 计算结果: 256.2716582104033
2025-09-25 16:00:20,768 - 输入参数: [9.63340883e+04 5.36735301e+02 8.09846648e-01 1.46305161e-01
 3.67960900e+05 8.81806984e+04], 计算结果: 201.3566528985327
2025-09-25 16:00:25,622 - 输入参数: [1.00000000e+05 3.79415427e+02 7.41743879e-01 1.48641084e-01
 4.69259232e+05 9.58049166e+04], 计算结果: 217.4132831157247
2025-09-25 16:00:30,372 - 输入参数: [1.00000000e+05 4.73077538e+02 8.47319143e-01 1.73688038e-01
 4.09189205e+05 9.11617298e+04], 计算结果: 206.53464597195926
2025-09-25 16:00:35,364 - 输入参数: [7.86323557e+04 5.03759426e+02 7.74346044e-01 1.36487940e-01
 4.54764759e+05 9.52125635e+04], 计算结果: 232.75916257555707
2025-09-25 16:00:39,517 - 输入参数: [7.06022211e+04 3.77198920e+02 4.63843976e-01 6.87936699e-02
 3.84169061e+05 7.73277939e+04], 计算结果: 212.18025810074784
2025-09-25 16:00:43,602 - 输入参数: [1.00000000e+05 4.10978432e+02 7.44511211e-01 1.47917386e-01
 3.70394641e+05 7.43773203e+04], 计算结果: 199.15541382187635
2025-09-25 16:00:47,706 - 输入参数: [8.58727575e+04 2.85910188e+02 6.92979048e-01 1.38243957e-01
 2.74117560e+05 7.61146833e+04], 计算结果: 202.27389894119915
2025-09-25 16:00:52,940 - 输入参数: [8.65098758e+04 4.09574685e+02 5.52185569e-01 1.34498152e-01
 3.63181973e+05 1.08942651e+05], 计算结果: 241.27872546473665
2025-09-25 16:00:57,373 - 输入参数: [8.98223995e+04 4.39946851e+02 7.93598540e-01 1.43862419e-01
 4.32200115e+05 8.21176906e+04], 计算结果: 201.76872264748775
2025-09-25 16:01:01,440 - 输入参数: [1.00000000e+05 3.31167936e+02 7.88692933e-01 1.86966102e-01
 4.95743818e+05 6.89468925e+04], 计算结果: 213.2374703408417
2025-09-25 16:01:05,880 - 输入参数: [1.00000000e+05 6.27107370e+02 7.24120834e-01 1.77227961e-01
 5.77549435e+05 8.44817865e+04], 计算结果: 205.57789516673884
2025-09-25 16:01:10,013 - 输入参数: [1.00000000e+05 5.03376907e+02 6.64454648e-01 1.55013278e-01
 4.03486965e+05 7.56010989e+04], 计算结果: 192.78403336319477
2025-09-25 16:01:15,698 - 输入参数: [9.13390059e+04 5.38780084e+02 6.79099238e-01 1.08998992e-01
 4.06128597e+05 3.17549444e+04], 计算结果: 784.1988003438134
2025-09-25 16:01:19,837 - 输入参数: [9.32999450e+04 6.26786740e+02 7.57448178e-01 1.62141518e-01
 3.68268251e+05 7.74508319e+04], 计算结果: 192.66784282730166
2025-09-25 16:01:24,685 - 输入参数: [8.69453841e+04 5.56521858e+02 5.88132780e-01 1.20199986e-01
 2.27963137e+05 4.56158073e+04], 计算结果: 517.7479920410808
2025-09-25 16:01:29,538 - 输入参数: [9.77253014e+04 3.48677942e+02 6.76448417e-01 1.95161702e-01
 2.97876802e+05 9.66063468e+04], 计算结果: 213.76705081304164
2025-09-25 16:01:33,696 - 输入参数: [8.44091536e+04 4.55319823e+02 7.42203376e-01 1.26977531e-01
 2.48743215e+05 7.90848510e+04], 计算结果: 197.45212380040323
2025-09-25 16:01:37,882 - 输入参数: [9.64959006e+04 4.60047566e+02 6.96951046e-01 1.08489680e-01
 4.51108093e+05 6.20931187e+04], 计算结果: 258.25973287968384
2025-09-25 16:01:42,338 - 输入参数: [9.70844941e+04 6.35911208e+02 8.25665482e-01 1.38605677e-01
 3.13647096e+05 8.72255792e+04], 计算结果: 198.4522211834418
2025-09-25 16:01:47,095 - 输入参数: [1.00000000e+05 4.36041398e+02 7.55703224e-01 1.51103142e-01
 4.10135257e+05 9.00305286e+04], 计算结果: 205.2619523140075
2025-09-25 16:01:51,083 - 输入参数: [8.70926410e+04 4.17497575e+02 5.97137297e-01 1.44626809e-01
 3.84686413e+05 6.18355213e+04], 计算结果: 265.5058906787432
2025-09-25 16:01:56,076 - 输入参数: [1.00000000e+05 5.11377499e+02 2.87772510e-01 1.42047716e-01
 4.14942420e+05 9.99675626e+04], 计算结果: 220.04220177779376
2025-09-25 16:02:00,365 - 输入参数: [7.04303290e+04 5.78171331e+02 8.61090507e-01 1.36818040e-01
 3.39416787e+05 8.68516679e+04], 计算结果: 217.035403713458
2025-09-25 16:02:05,057 - 输入参数: [1.00000000e+05 5.26483768e+02 6.40937536e-01 1.55273668e-01
 4.90976033e+05 8.66548347e+04], 计算结果: 204.07696027040922
2025-09-25 16:02:09,500 - 输入参数: [9.77154846e+04 3.74169026e+02 7.36474339e-01 1.42911242e-01
 4.15548846e+05 8.12745961e+04], 计算结果: 195.99509946886766
2025-09-25 16:02:13,646 - 输入参数: [1.00000000e+05 4.60880053e+02 5.27910119e-01 1.58673299e-01
 3.95000973e+05 6.38052892e+04], 计算结果: 255.88013503543
2025-09-25 16:02:18,197 - 输入参数: [1.00000000e+05 2.85552279e+02 8.38611373e-01 1.53227183e-01
 4.52518382e+05 8.73703049e+04], 计算结果: 204.88958006607479
2025-09-25 16:02:22,314 - 输入参数: [1.00000000e+05 4.92267096e+02 6.81170628e-01 1.66221218e-01
 4.79298136e+05 7.18119415e+04], 计算结果: 200.44520923553858
2025-09-25 16:02:27,226 - 输入参数: [7.26242093e+04 5.41987797e+02 8.97929034e-01 1.90376401e-01
 4.56387044e+05 9.58664147e+04], 计算结果: 243.4632648830307
2025-09-25 16:02:32,461 - 输入参数: [1.00000000e+05 3.46410499e+02 6.45321732e-01 1.25014478e-01
 4.80916612e+05 1.05104158e+05], 计算结果: 233.62956340355208
2025-09-25 16:02:36,524 - 输入参数: [1.00000000e+05 4.52967503e+02 7.10527745e-01 1.62526034e-01
 4.17959731e+05 7.70319293e+04], 计算结果: 192.12469815030934
2025-09-25 16:02:41,210 - 输入参数: [9.56511097e+04 4.69233780e+02 3.81086944e-01 1.87107335e-01
 4.10405663e+05 8.93498279e+04], 计算结果: 206.23341346900435
2025-09-25 16:02:45,409 - 输入参数: [8.16444257e+04 3.31710771e+02 7.74035367e-01 1.84139687e-01
 2.86772949e+05 8.13824270e+04], 计算结果: 198.8416506395365
2025-09-25 16:02:50,052 - 输入参数: [7.94724267e+04 4.07882599e+02 7.37682487e-01 9.48173366e-02
 4.90871433e+05 8.41860875e+04], 计算结果: 219.8252889034688
2025-09-25 16:02:55,111 - 输入参数: [1.00000000e+05 4.19569971e+02 8.60470731e-01 1.45399308e-01
 4.40877644e+05 9.74152194e+04], 计算结果: 217.94088393560867
2025-09-25 16:02:59,312 - 输入参数: [1.00000000e+05 3.67437867e+02 4.69629364e-01 1.55206897e-01
 4.51363296e+05 7.80936789e+04], 计算结果: 193.6514733043897
2025-09-25 16:03:03,385 - 输入参数: [7.64475281e+04 4.91419166e+02 7.78196072e-01 1.51472891e-01
 5.07817101e+05 6.87816231e+04], 计算结果: 219.5823363885385
2025-09-25 16:03:07,473 - 输入参数: [8.34164234e+04 5.19627822e+02 9.73997474e-01 9.37456392e-02
 3.96132573e+05 7.41243545e+04], 计算结果: 198.26959288993046
2025-09-25 16:03:11,640 - 输入参数: [1.00000000e+05 4.44715833e+02 6.11397131e-01 4.49437718e-02
 4.84690689e+05 7.55665540e+04], 计算结果: 193.97049963529957
2025-09-25 16:03:15,797 - 输入参数: [9.83974610e+04 4.53935002e+02 8.35245916e-01 1.37362257e-01
 4.75808040e+05 6.41745493e+04], 计算结果: 242.17483087638814
2025-09-25 16:03:19,805 - 输入参数: [9.36425264e+04 2.95127247e+02 5.75412377e-01 1.63137046e-01
 3.26860012e+05 7.01673269e+04], 计算结果: 223.38427006600358
2025-09-25 16:03:24,546 - 输入参数: [8.86993564e+04 4.52761023e+02 8.79009546e-01 1.17873879e-01
 3.57168129e+05 9.40479748e+04], 计算结果: 213.87908766381094
2025-09-25 16:03:28,888 - 输入参数: [7.87728067e+04 2.71621481e+02 8.59422736e-01 1.66762397e-01
 2.25527160e+05 8.55806864e+04], 计算结果: 203.97223610947478
2025-09-25 16:03:33,538 - 输入参数: [9.16085565e+04 5.74419612e+02 9.89588100e-01 1.56315041e-01
 3.01884819e+05 9.09878859e+04], 计算结果: 205.0184311403002
2025-09-25 16:03:37,929 - 输入参数: [9.20486592e+04 2.75668093e+02 9.00198194e-01 1.21983976e-01
 4.06801162e+05 8.22149119e+04], 计算结果: 200.332688653891
2025-09-25 16:03:42,020 - 输入参数: [1.00000000e+05 3.60338877e+02 7.20234888e-01 1.00683118e-01
 4.21388431e+05 6.68090355e+04], 计算结果: 231.72357204709013
2025-09-25 16:03:46,125 - 输入参数: [1.00000000e+05 4.60801219e+02 7.17473322e-01 1.69070114e-01
 3.78015732e+05 6.82030124e+04], 计算结果: 229.78291849713492
2025-09-25 16:03:50,134 - 输入参数: [6.52653121e+04 4.38976720e+02 6.16964614e-01 7.70114506e-02
 4.08902417e+05 7.26906318e+04], 计算结果: 221.19230142039876
2025-09-25 16:03:54,714 - 输入参数: [1.00000000e+05 4.15922315e+02 7.56087464e-01 1.60926825e-01
 3.16680422e+05 4.81329535e+04], 计算结果: 438.8304861388728
2025-09-25 16:03:59,397 - 输入参数: [1.00000000e+05 4.75136748e+02 8.11105952e-01 9.95498947e-02
 3.02704252e+05 9.33706689e+04], 计算结果: 207.18276076009454
2025-09-25 16:04:03,464 - 输入参数: [8.02871636e+04 5.65687175e+02 6.27001630e-01 1.41457045e-01
 3.16161326e+05 5.94381669e+04], 计算结果: 295.76951192607436
2025-09-25 16:04:07,559 - 输入参数: [8.27973931e+04 4.50057818e+02 5.88635664e-01 1.23839565e-01
 3.73326474e+05 6.55222800e+04], 计算结果: 240.87217062895698
2025-09-25 16:04:11,664 - 输入参数: [8.51704365e+04 5.01375367e+02 7.56069000e-01 1.77595103e-01
 4.21940496e+05 6.27121915e+04], 计算结果: 253.4339799038102
2025-09-25 16:04:15,923 - 输入参数: [1.00000000e+05 5.37169683e+02 7.14336947e-01 1.64956446e-01
 3.95541613e+05 7.54803319e+04], 计算结果: 193.4310999275601
2025-09-25 16:04:20,564 - 输入参数: [1.00000000e+05 4.12936332e+02 5.42491377e-01 1.51471655e-01
 4.34794602e+05 8.57303008e+04], 计算结果: 200.89770919593076
2025-09-25 16:04:24,710 - 输入参数: [9.65733100e+04 4.01649413e+02 7.52490209e-01 1.52307590e-01
 4.08507770e+05 7.31788746e+04], 计算结果: 199.70350849101266
2025-09-25 16:04:28,892 - 输入参数: [1.00000000e+05 4.45076089e+02 7.24294206e-01 1.23751883e-01
 2.95840703e+05 6.49906133e+04], 计算结果: 264.3927637150403
2025-09-25 16:04:33,242 - 输入参数: [8.52709465e+04 5.75368444e+02 6.39452286e-01 1.48930533e-01
 2.75631340e+05 8.60962664e+04], 计算结果: 200.02381293778444
2025-09-25 16:04:37,213 - 输入参数: [8.37465536e+04 4.91950306e+02 8.28231166e-01 1.77367753e-01
 3.84831760e+05 6.96878505e+04], 计算结果: 216.7159722755021
2025-09-25 16:04:41,330 - 输入参数: [1.00000000e+05 4.24436937e+02 7.02654225e-01 1.40767964e-01
 4.24738391e+05 6.55367521e+04], 计算结果: 239.65246482151127
2025-09-25 16:04:46,247 - 输入参数: [1.00000000e+05 4.65454992e+02 8.32897704e-01 1.08831307e-01
 4.24808429e+05 9.52130373e+04], 计算结果: 213.46242717516125
2025-09-25 16:04:50,644 - 输入参数: [1.00000000e+05 4.23684492e+02 1.00851831e+00 1.63490852e-01
 4.40221506e+05 8.16369519e+04], 计算结果: 196.36783316686143
2025-09-25 16:04:55,424 - 输入参数: [1.00000000e+05 4.81850124e+02 9.10798955e-01 1.49153809e-01
 3.58003679e+05 4.75232424e+04], 计算结果: 434.91870748876016
2025-09-25 16:04:59,506 - 输入参数: [9.75338001e+04 4.83913909e+02 7.84233850e-01 1.50627854e-01
 2.84553927e+05 7.86462555e+04], 计算结果: 195.0028301162432
2025-09-25 16:05:04,393 - 输入参数: [6.74145516e+04 4.54335706e+02 7.50047980e-01 1.55971122e-01
 5.21544895e+05 9.31253827e+04], 计算结果: 263.17170987560655
2025-09-25 16:05:08,482 - 输入参数: [1.00000000e+05 5.84474808e+02 8.59238488e-01 1.63561342e-01
 4.12123002e+05 7.28292862e+04], 计算结果: 202.21291699950257
2025-09-25 16:05:12,645 - 输入参数: [9.78610419e+04 3.65184332e+02 1.00837277e+00 1.59288082e-01
 2.09373719e+05 6.55996697e+04], 计算结果: 278.42031159006046
2025-09-25 16:05:17,462 - 输入参数: [1.00000000e+05 5.33083150e+02 8.81333295e-01 9.51230882e-02
 3.52633477e+05 9.72915737e+04], 计算结果: 213.4781824136041
2025-09-25 16:05:21,458 - 输入参数: [7.55741045e+04 6.84800399e+02 7.35637691e-01 1.54628847e-01
 4.32539101e+05 5.83615681e+04], 计算结果: 279.8656735579909
2025-09-25 16:05:26,336 - 输入参数: [1.00000000e+05 2.03859381e+02 6.73142313e-01 1.63945430e-01
 3.50903749e+05 9.15924384e+04], 计算结果: 207.44667795132966
2025-09-25 16:05:31,091 - 输入参数: [1.00000000e+05 4.51396946e+02 7.10247655e-01 1.52822258e-01
 3.61959081e+05 9.73626846e+04], 计算结果: 214.53980897769665
2025-09-25 16:05:35,128 - 输入参数: [1.00000000e+05 5.60734820e+02 1.17705579e+00 2.13529891e-01
 3.69789873e+05 7.24336275e+04], 计算结果: 208.83109044953648
2025-09-25 16:05:39,776 - 输入参数: [1.00000000e+05 3.68180254e+02 5.28516627e-01 1.52264429e-01
 2.76026823e+05 9.13647586e+04], 计算结果: 205.08763614625002
2025-09-25 16:05:44,289 - 输入参数: [8.46896156e+04 6.43192144e+02 8.40744654e-01 1.60416946e-01
 3.83517626e+05 8.43631009e+04], 计算结果: 202.8863805119846
2025-09-25 16:05:48,420 - 输入参数: [8.53953511e+04 4.28031325e+02 7.52658225e-01 1.82888472e-01
 3.26439825e+05 7.84769852e+04], 计算结果: 195.3595894116191
2025-09-25 16:05:52,517 - 输入参数: [9.26745561e+04 4.20508276e+02 7.73940477e-01 1.57400554e-01
 4.08432240e+05 7.65169961e+04], 计算结果: 194.57367703922398
2025-09-25 16:05:56,948 - 输入参数: [8.12107773e+04 4.95705628e+02 9.19729121e-01 1.21693562e-01
 3.70881884e+05 8.71504310e+04], 计算结果: 209.97694974040076
2025-09-25 16:06:01,148 - 输入参数: [9.25026418e+04 4.62049124e+02 8.57299322e-01 1.34926704e-01
 3.91755198e+05 7.72021879e+04], 计算结果: 193.9272365391982
2025-09-25 16:06:05,476 - 输入参数: [1.00000000e+05 3.76917960e+02 8.01746147e-01 1.28625229e-01
 3.26614908e+05 5.91242738e+04], 计算结果: 303.9800479582872
2025-09-25 16:06:10,269 - 输入参数: [1.00000000e+05 4.71974704e+02 6.48792595e-01 1.46577240e-01
 4.25121537e+05 9.08236519e+04], 计算结果: 206.91879691896204
2025-09-25 16:06:14,792 - 输入参数: [1.00000000e+05 6.14654840e+02 7.97050722e-01 1.52338724e-01
 4.52004360e+05 8.24530380e+04], 计算结果: 196.24007340829547
2025-09-25 16:06:19,132 - 输入参数: [7.85700917e+04 4.44516538e+02 1.19620127e+00 9.98686588e-02
 3.28529450e+05 8.34651672e+04], 计算结果: 204.1344259851606
2025-09-25 16:06:23,326 - 输入参数: [1.00000000e+05 4.70121261e+02 6.55594403e-01 1.53572466e-01
 4.07818144e+05 7.47690700e+04], 计算结果: 194.28994044785594
2025-09-25 16:06:28,021 - 输入参数: [1.00000000e+05 4.56335915e+02 7.08646775e-01 1.10660923e-01
 4.76736350e+05 8.82703545e+04], 计算结果: 205.84368885462382
2025-09-25 16:06:32,719 - 输入参数: [9.38660823e+04 3.76402244e+02 6.23926757e-01 1.68502182e-01
 3.54435628e+05 9.07799166e+04], 计算结果: 206.88388443261653
2025-09-25 16:06:37,216 - 输入参数: [7.62246263e+04 5.48148764e+02 9.70098677e-01 1.15669664e-01
 3.59273394e+05 8.75021166e+04], 计算结果: 213.76358669717166
2025-09-25 16:06:41,249 - 输入参数: [8.79994046e+04 3.32409739e+02 9.77135362e-01 1.58597964e-01
 3.07582450e+05 7.31135000e+04], 计算结果: 210.91070460503607
2025-09-25 16:06:45,337 - 输入参数: [1.00000000e+05 5.64880420e+02 6.74916184e-01 1.04265111e-01
 3.57774401e+05 7.09405696e+04], 计算结果: 218.17155728088642
2025-09-25 16:06:49,668 - 输入参数: [9.62464954e+04 4.39613622e+02 6.81033309e-01 1.79233895e-01
 3.40281075e+05 5.81253304e+04], 计算结果: 308.86207945932676
2025-09-25 16:06:54,484 - 输入参数: [1.00000000e+05 5.51874398e+02 8.19542557e-01 1.40493736e-01
 4.83546720e+05 8.86983291e+04], 计算结果: 206.06377443262048
2025-09-25 16:06:59,276 - 输入参数: [9.09483134e+04 3.23286880e+02 6.04887805e-01 1.31915193e-01
 3.42450967e+05 4.73067628e+04], 计算结果: 431.3708106422026
2025-09-25 16:07:03,699 - 输入参数: [1.00000000e+05 4.57963492e+02 6.50326526e-01 1.47856696e-01
 4.48950920e+05 7.87879970e+04], 计算结果: 193.63373860067966
2025-09-25 16:07:08,085 - 输入参数: [1.00000000e+05 4.35426480e+02 7.09583107e-01 1.41309024e-01
 4.13426158e+05 7.78917081e+04], 计算结果: 192.20658328507213
2025-09-25 16:07:13,365 - 输入参数: [9.87354638e+04 4.98854707e+02 4.74022698e-01 1.27995148e-01
 4.29175998e+05 1.06498743e+05], 计算结果: 232.1505287563493
2025-09-25 16:07:17,836 - 输入参数: [1.00000000e+05 4.33423975e+02 7.84029244e-01 1.70520684e-01
 3.85241904e+05 5.44836215e+04], 计算结果: 337.61779146902217
2025-09-25 16:07:22,300 - 输入参数: [8.62099278e+04 4.85709239e+02 5.39159148e-01 1.41986484e-01
 3.28472076e+05 8.79345386e+04], 计算结果: 204.04228427011884
2025-09-25 16:07:26,534 - 输入参数: [1.00000000e+05 4.23713230e+02 6.42259541e-01 1.62921218e-01
 3.01250912e+05 7.36697161e+04], 计算结果: 211.22075946955562
2025-09-25 16:07:30,538 - 输入参数: [8.19912506e+04 4.99082434e+02 6.05832513e-01 1.80925924e-01
 3.53667887e+05 7.08986491e+04], 计算结果: 214.03318532137598
2025-09-25 16:07:34,949 - 输入参数: [9.97556948e+04 4.38464225e+02 7.90386459e-01 1.54594209e-01
 3.52929762e+05 8.46375381e+04], 计算结果: 196.34296725401506
2025-09-25 16:07:39,291 - 输入参数: [1.00000000e+05 6.88857233e+02 7.57221187e-01 1.66580672e-01
 3.88539472e+05 5.71818674e+04], 计算结果: 312.5806904916367
2025-09-25 16:07:43,548 - 输入参数: [1.00000000e+05 3.72675972e+02 6.34307914e-01 8.74028282e-02
 2.63057169e+05 8.24058574e+04], 计算结果: 195.38358205109378
2025-09-25 16:07:48,203 - 输入参数: [8.07911435e+04 5.90488182e+02 6.76660494e-01 1.38870123e-01
 4.21915049e+05 8.66965450e+04], 计算结果: 212.87183631706202
2025-09-25 16:07:52,304 - 输入参数: [9.79349789e+04 4.70579853e+02 7.75901381e-01 1.52175226e-01
 3.18555601e+05 6.17214168e+04], 计算结果: 284.3391702785784
2025-09-25 16:07:56,595 - 输入参数: [8.52503350e+04 4.57563010e+02 5.83153228e-01 1.35988292e-01
 4.42830446e+05 7.95722120e+04], 计算结果: 202.72359090839683
2025-09-25 16:08:01,034 - 输入参数: [9.10406133e+04 4.49687174e+02 7.42773520e-01 1.43462075e-01
 4.45067856e+05 8.02863204e+04], 计算结果: 199.29689276349558
2025-09-25 16:08:05,445 - 输入参数: [1.00000000e+05 4.94827044e+02 5.60110025e-01 1.86567147e-01
 2.85959616e+05 8.28298561e+04], 计算结果: 194.92956209202578
2025-09-25 16:08:10,037 - 输入参数: [9.48481473e+04 4.46115255e+02 7.17213003e-01 1.51832607e-01
 4.93036125e+05 8.75545719e+04], 计算结果: 209.29519388295338
2025-09-25 16:08:14,413 - 输入参数: [9.01972837e+04 6.79286525e+02 4.07029070e-01 1.70646414e-01
 4.06635275e+05 7.89845441e+04], 计算结果: 195.3281557048636
2025-09-25 16:08:18,423 - 输入参数: [6.86094854e+04 4.95774372e+02 7.63906823e-01 1.53918532e-01
 3.67139061e+05 6.07505054e+04], 计算结果: 266.544596278793
2025-09-25 16:08:22,694 - 输入参数: [7.49759401e+04 4.38689259e+02 6.01854759e-01 1.18949138e-01
 3.20921917e+05 8.06628956e+04], 计算结果: 203.4282983909834
2025-09-25 16:08:26,875 - 输入参数: [9.33329905e+04 4.36506462e+02 7.61659560e-01 1.41890736e-01
 3.95727436e+05 6.98293978e+04], 计算结果: 216.65269780138482
2025-09-25 16:08:31,295 - 输入参数: [1.00000000e+05 5.16628657e+02 7.93175737e-01 1.46291570e-01
 5.50408754e+05 8.23111648e+04], 计算结果: 202.19280703293737
2025-09-25 16:08:35,459 - 输入参数: [7.77285139e+04 4.87562008e+02 7.58097618e-01 1.73267456e-01
 3.27331180e+05 7.53525439e+04], 计算结果: 199.28681397098734
2025-09-25 16:08:39,613 - 输入参数: [1.00000000e+05 5.93828333e+02 7.97912954e-01 1.53440608e-01
 3.96902734e+05 7.95114655e+04], 计算结果: 192.12457624768953
2025-09-25 16:08:43,925 - 输入参数: [8.38347548e+04 6.67334105e+02 8.52875652e-01 1.73197636e-01
 6.95162542e+05 6.03125772e+04], 计算结果: 266.398492756406
2025-09-25 16:08:48,120 - 输入参数: [7.69042398e+04 4.76474085e+02 6.44145462e-01 1.91542060e-01
 3.99274747e+05 5.78352804e+04], 计算结果: 288.1963674964986
2025-09-25 16:08:52,655 - 输入参数: [1.00000000e+05 3.37398520e+02 6.91289619e-01 1.81222709e-01
 2.69252171e+05 8.83632354e+04], 计算结果: 201.30944687544132
